crop,state_name,district_name,crop_year,season,area_ha,nitrogen,phosphorous,potassium,temperature_c,humidity,ph,rainfall_mm,moisture,price_per_ton,target_yield_t_ha 
Rice,Tamil Nadu,KANCHIPURAM,2013,Kharif,85564.0,56.71,27.61,41.73,25.1,90.75,5.21,190.16,24.65,23384.6,5.204
Blackgram,Tamil Nadu,KANCHIPURAM,2013,Kharif,684.0,23.97,68.49,30.66,25.15,69.19,7.21,88.56,26.71,82336.96,0.958
Maize,Tamil Nadu,KANCHIPURAM,2013,Rabi,4.0,87.91,59.25,23.54,21.04,66.82,7.13,80.8,19.18,20336.97,4.346
Blackgram,Tamil Nadu,KANCHIPURAM,2013,Rabi,984.0,38.45,59.21,31.8,18.79,75.55,6.73,47.74,28.01,82336.98,0.851
Banana,Tamil Nadu,KANCHIPURAM,2013,Whole Year,223.0,81.44,81.73,50.24,29.33,88.52,6.25,111.24,24.45,18336.99,33.096
Coconut,Tamil Nadu,KANCHIPURAM,2013,Whole Year,3097.0,21.63,29.68,33.1,24.98,94.35,5.96,134.85,26.03,70337.0,9.405
Banana,Tamil Nadu,KANNIYAKUMARI,1997,Kharif,5282.0,95.61,60.88,55.24,28.44,81.25,6.05,149.5,26.5,18337.01,27.993
Banana,Tamil Nadu,KANNIYAKUMARI,1997,Whole Year,4597.0,97.26,70.7,52.69,24.34,79.39,6.3,135.32,30.19,18337.02,27.129
Rice,Tamil Nadu,KANNIYAKUMARI,1997,Whole Year,31244.0,75.16,52.62,38.66,21.75,82.97,6.7,195.72,36.26,26033.2,2.145
Blackgram,Tamil Nadu,KANNIYAKUMARI,1997,Whole Year,2279.0,74.76,52.3,33.13,37.34,77.29,6.71,104.67,15.37,80364.7,0.618
Rice,Tamil Nadu,KANNIYAKUMARI,1998,Kharif,32907.0,75.83,11.53,50.43,25.4,89.1,6.93,185.89,34.68,24220.29,3.175
Blackgram,Tamil Nadu,KANNIYAKUMARI,1998,Kharif,2985.0,47.78,72.16,25.38,26.34,75.63,7.01,138.52,25.18,77066.97,1.056
Banana,Tamil Nadu,KANNIYAKUMARI,1998,Whole Year,4616.0,77.37,61.06,46.32,30.08,79.55,6.72,134.25,20.35,18337.07,23.419
Rice,Tamil Nadu,KANNIYAKUMARI,1999,Kharif,31472.0,56.17,60.83,46.58,28.46,82.5,7.49,300.0,36.75,24362.32,3.796
Blackgram,Tamil Nadu,KANNIYAKUMARI,1999,Kharif,3504.0,58.67,70.14,21.02,32.47,69.07,7.08,132.92,17.47,82337.09,0.984
Banana,Tamil Nadu,KANNIYAKUMARI,1999,Whole Year,5282.0,110.75,78.73,54.98,25.0,81.46,5.66,142.17,29.67,18337.1,29.975
Rice,Tamil Nadu,KANNIYAKUMARI,2000,Kharif,28596.0,124.82,46.68,42.53,23.31,88.76,5.09,293.14,35.24,24718.93,3.821
Blackgram,Tamil Nadu,KANNIYAKUMARI,2000,Kharif,3272.0,43.34,58.37,26.41,29.74,69.83,7.21,147.05,36.33,72608.1,0.618
Banana,Tamil Nadu,KANNIYAKUMARI,2000,Whole Year,4520.0,78.89,97.29,53.67,27.63,85.73,5.9,156.01,29.65,18337.13,31.975
Rice,Tamil Nadu,KANNIYAKUMARI,2001,Kharif,28229.0,100.27,46.02,41.29,25.77,86.56,5.92,273.91,29.66,25659.44,3.057
Blackgram,Tamil Nadu,KANNIYAKUMARI,2001,Kharif,3599.0,53.67,82.53,20.4,32.92,69.84,6.75,141.69,27.47,82337.15,0.829
Rice,Tamil Nadu,KANNIYAKUMARI,2002,Kharif,26052.0,76.32,70.83,38.59,27.55,83.71,7.76,198.03,32.35,25502.45,3.098
Blackgram,Tamil Nadu,KANNIYAKUMARI,2002,Kharif,2640.0,85.15,56.46,31.06,29.01,70.56,6.82,142.37,27.27,82337.17,1.0
Banana,Tamil Nadu,KANNIYAKUMARI,2002,Whole Year,4974.0,109.42,93.07,52.02,26.4,80.74,6.11,145.89,31.82,18337.18,30.94
Coconut,Tamil Nadu,KANNIYAKUMARI,2002,Whole Year,22667.0,11.9,33.79,37.78,26.36,98.0,6.1,153.81,34.36,70337.19,7.988
Mango,Tamil Nadu,KANNIYAKUMARI,2002,Whole Year,1735.0,34.65,31.08,33.92,31.18,55.92,6.05,134.25,23.52,28337.2,12.869
Orange,Tamil Nadu,KANNIYAKUMARI,2002,Whole Year,1.0,10.0,34.3,24.62,30.13,92.71,6.37,149.26,28.44,25337.21,9.926
Papaya,Tamil Nadu,KANNIYAKUMARI,2002,Whole Year,2.0,58.38,51.81,51.14,40.0,92.21,6.69,184.54,26.93,16337.22,38.951
Rice,Tamil Nadu,KANNIYAKUMARI,2003,Kharif,17320.0,51.6,53.23,46.05,27.02,84.13,8.5,194.96,23.63,24880.61,4.939
Blackgram,Tamil Nadu,KANNIYAKUMARI,2003,Kharif,1661.0,44.06,67.59,26.63,27.99,69.89,8.44,135.5,26.51,82337.24,1.122
Banana,Tamil Nadu,KANNIYAKUMARI,2003,Whole Year,5633.0,100.86,68.29,41.55,26.9,83.55,6.29,163.64,29.63,18337.25,30.793
Coconut,Tamil Nadu,KANNIYAKUMARI,2003,Whole Year,23664.0,46.54,51.37,36.65,26.53,93.11,5.64,201.51,30.82,70337.26,6.17
Mango,Tamil Nadu,KANNIYAKUMARI,2003,Whole Year,1735.0,48.13,12.11,31.54,25.13,56.71,6.46,141.88,30.34,28337.27,8.509
Orange,Tamil Nadu,KANNIYAKUMARI,2003,Whole Year,4.0,27.09,7.26,20.99,38.49,92.85,6.77,147.8,30.5,25337.28,11.171
Rice,Tamil Nadu,KANNIYAKUMARI,2004,Kharif,22016.0,76.75,57.03,37.39,22.05,89.88,5.52,296.98,42.48,22710.35,4.356
Blackgram,Tamil Nadu,KANNIYAKUMARI,2004,Kharif,2067.0,46.55,56.05,22.73,27.48,66.92,7.46,134.04,28.74,79318.53,1.131
Banana,Tamil Nadu,KANNIYAKUMARI,2004,Whole Year,5440.0,119.55,75.59,59.21,26.72,81.96,5.84,133.67,30.45,18337.31,20.05
Coconut,Tamil Nadu,KANNIYAKUMARI,2004,Whole Year,23936.0,45.37,5.0,38.32,27.46,85.89,6.18,111.3,34.44,70337.32,5.828
Rice,Tamil Nadu,KANNIYAKUMARI,2005,Kharif,21709.0,110.93,61.21,41.82,27.0,87.44,6.59,229.57,26.43,23867.97,5.663
Blackgram,Tamil Nadu,KANNIYAKUMARI,2005,Kharif,1637.0,40.46,51.86,25.72,30.29,74.98,8.12,135.07,36.58,81610.49,1.166
Banana,Tamil Nadu,KANNIYAKUMARI,2005,Whole Year,5546.0,94.74,82.62,58.97,26.46,76.49,6.3,132.88,28.32,18337.35,35.087
Coconut,Tamil Nadu,KANNIYAKUMARI,2005,Whole Year,24220.0,69.62,29.18,35.61,28.81,87.25,6.32,165.71,29.57,70337.36,12.362
Rice,Tamil Nadu,KANNIYAKUMARI,2006,Kharif,21406.0,96.82,75.86,42.04,25.5,80.13,7.03,249.27,30.91,25172.7,3.249
Banana,Tamil Nadu,KANNIYAKUMARI,2006,Whole Year,6004.0,102.41,69.35,48.82,28.05,80.16,5.38,142.04,28.69,18337.38,23.964
Coconut,Tamil Nadu,KANNIYAKUMARI,2006,Whole Year,24449.0,35.6,43.25,34.02,29.46,89.29,6.54,239.8,40.11,70337.39,13.457
Blackgram,Tamil Nadu,KANNIYAKUMARI,2006,Whole Year,1521.0,38.4,58.32,28.52,34.33,67.73,6.92,115.35,19.44,81432.26,0.674
Rice,Tamil Nadu,KANNIYAKUMARI,2007,Kharif,20349.0,59.05,44.37,44.3,22.4,84.93,4.9,300.0,31.89,24737.8,2.0
Banana,Tamil Nadu,KANNIYAKUMARI,2007,Whole Year,5481.0,94.41,72.39,55.12,26.26,80.79,6.41,127.61,25.9,18337.42,34.237
Coconut,Tamil Nadu,KANNIYAKUMARI,2007,Whole Year,24864.0,64.6,22.41,45.72,25.64,94.52,6.02,106.2,28.41,70337.43,6.364
Blackgram,Tamil Nadu,KANNIYAKUMARI,2007,Whole Year,986.0,30.04,62.56,30.2,27.1,65.95,7.24,117.96,21.12,81432.86,0.6
Rice,Tamil Nadu,KANNIYAKUMARI,2008,Kharif,18187.0,72.19,66.56,49.35,28.13,85.97,6.3,300.0,33.18,22337.45,5.263
Banana,Tamil Nadu,KANNIYAKUMARI,2008,Whole Year,6149.0,85.46,81.82,44.09,34.19,83.21,6.86,175.29,30.09,18337.46,35.93
Coconut,Tamil Nadu,KANNIYAKUMARI,2008,Whole Year,25074.0,60.72,36.46,24.91,24.01,89.64,6.32,186.1,35.11,70337.47,8.776
Blackgram,Tamil Nadu,KANNIYAKUMARI,2008,Whole Year,512.0,39.47,71.37,25.42,29.11,66.35,6.92,108.48,19.59,82337.48,1.258
Rice,Tamil Nadu,KANNIYAKUMARI,2009,Kharif,17307.0,74.14,49.23,39.66,21.22,85.07,6.08,300.0,36.17,23952.33,3.787
Banana,Tamil Nadu,KANNIYAKUMARI,2009,Whole Year,6817.0,93.14,73.15,44.98,30.15,77.62,5.57,125.59,18.39,18337.5,25.688
Coconut,Tamil Nadu,KANNIYAKUMARI,2009,Whole Year,24938.0,27.41,26.01,42.97,22.36,89.95,6.28,133.69,27.62,70337.51,9.268
Blackgram,Tamil Nadu,KANNIYAKUMARI,2009,Whole Year,647.0,55.56,64.5,29.33,24.98,69.61,6.4,119.85,21.28,82337.52,1.05
Rice,Tamil Nadu,KANNIYAKUMARI,2010,Kharif,16989.0,113.17,44.77,43.08,30.82,86.61,8.49,260.78,34.34,22337.53,3.862
Blackgram,Tamil Nadu,KANNIYAKUMARI,2010,Kharif,490.0,52.37,58.42,26.65,30.4,68.46,7.93,129.94,27.55,73118.15,1.019
Rice,Tamil Nadu,KANNIYAKUMARI,2011,Kharif,16617.0,90.51,41.74,45.98,30.12,81.13,5.81,243.33,37.01,24930.59,3.232
Banana,Tamil Nadu,KANNIYAKUMARI,2011,Whole Year,5982.0,85.83,80.14,55.54,28.86,81.64,6.4,137.0,24.41,18337.56,19.131
Coconut,Tamil Nadu,KANNIYAKUMARI,2011,Whole Year,24936.0,10.0,58.1,35.07,28.12,92.29,6.0,188.9,29.87,70337.57,6.207
Blackgram,Tamil Nadu,KANNIYAKUMARI,2011,Whole Year,672.0,39.59,84.31,25.05,27.28,70.64,6.8,112.57,27.63,82337.58,1.114
Rice,Tamil Nadu,KANNIYAKUMARI,2012,Kharif,12412.0,107.13,67.48,40.1,24.47,84.67,7.46,247.74,36.47,25416.32,2.569
Blackgram,Tamil Nadu,KANNIYAKUMARI,2012,Kharif,403.0,42.61,66.04,33.12,28.02,71.88,6.88,131.88,19.47,79632.39,0.688
Rice,Tamil Nadu,KANNIYAKUMARI,2013,Kharif,13619.0,45.07,49.91,47.3,22.35,85.49,7.73,300.0,44.19,25682.98,4.222
Blackgram,Tamil Nadu,KANNIYAKUMARI,2013,Kharif,167.0,53.21,77.43,30.06,33.15,76.05,6.94,134.11,33.84,77525.53,1.215
Blackgram,Tamil Nadu,KANNIYAKUMARI,2013,Rabi,1222.0,34.19,56.42,21.83,26.01,70.54,7.25,87.04,26.0,82337.63,0.855
Banana,Tamil Nadu,KANNIYAKUMARI,2013,Whole Year,6542.0,96.98,87.8,54.45,24.53,79.1,6.65,149.63,23.43,18337.64,27.124
Coconut,Tamil Nadu,KANNIYAKUMARI,2013,Whole Year,23917.0,40.21,5.0,32.38,25.35,93.61,6.29,105.14,27.95,70337.65,13.984
Banana,Tamil Nadu,KARUR,1997,Kharif,5092.0,70.44,87.5,51.67,32.1,90.21,5.06,162.6,32.17,18337.66,22.673
Banana,Tamil Nadu,KARUR,1997,Whole Year,5566.0,73.23,64.61,58.85,30.26,87.04,6.36,147.03,36.35,18337.67,18.0
Rice,Tamil Nadu,KARUR,1997,Whole Year,16448.0,39.45,49.94,48.83,24.2,89.25,7.25,300.0,32.36,24716.49,3.189
Blackgram,Tamil Nadu,KARUR,1997,Whole Year,409.0,30.54,81.96,21.28,28.73,76.78,7.86,122.7,28.8,77415.94,0.629
Maize,Tamil Nadu,KARUR,1998,Kharif,8.0,69.66,57.14,22.44,25.98,87.59,6.22,151.45,26.75,20337.7,4.067
Rice,Tamil Nadu,KARUR,1998,Kharif,16961.0,81.62,48.02,44.19,28.9,92.39,7.15,300.0,39.43,22975.3,3.211
Blackgram,Tamil Nadu,KARUR,1998,Kharif,5524.0,27.16,60.89,30.16,30.88,75.05,5.94,147.22,27.3,76132.42,0.949
Banana,Tamil Nadu,KARUR,1998,Whole Year,2828.0,77.88,82.61,45.55,26.13,86.92,5.86,171.16,31.68,18337.73,31.82
Rice,Tamil Nadu,KARUR,1999,Kharif,17279.0,72.91,48.67,47.45,32.32,93.06,7.68,241.79,38.97,26181.44,3.884
Blackgram,Tamil Nadu,KARUR,1999,Kharif,7786.0,38.93,51.96,29.12,28.84,81.18,6.93,138.51,26.63,76460.21,1.047
Banana,Tamil Nadu,KARUR,1999,Whole Year,5092.0,101.41,62.32,50.83,30.31,88.62,6.4,135.61,34.63,18337.76,22.25
Maize,Tamil Nadu,KARUR,2000,Kharif,101.0,63.09,45.34,29.36,31.39,79.81,6.19,159.03,30.71,20337.77,3.533
Rice,Tamil Nadu,KARUR,2000,Kharif,15277.0,101.34,46.27,44.27,27.9,95.17,5.9,202.15,31.01,24535.26,2.57
Blackgram,Tamil Nadu,KARUR,2000,Kharif,6494.0,51.6,74.92,29.71,29.09,72.75,7.17,146.5,21.95,72469.59,0.856
Banana,Tamil Nadu,KARUR,2000,Whole Year,2733.0,104.56,94.19,47.81,30.77,82.32,6.24,151.06,20.22,18337.8,33.314
Rice,Tamil Nadu,KARUR,2001,Kharif,15539.0,69.13,58.63,35.64,30.02,91.21,5.96,184.53,34.54,25135.84,3.129
Blackgram,Tamil Nadu,KARUR,2001,Kharif,294.0,46.97,48.23,24.08,34.08,78.13,7.83,141.97,29.37,69637.54,0.659
Maize,Tamil Nadu,KARUR,2002,Kharif,5.0,63.94,53.92,27.62,27.5,82.92,6.11,135.67,28.78,20337.83,3.283
Rice,Tamil Nadu,KARUR,2002,Kharif,12837.0,95.39,48.12,43.47,29.25,88.67,6.09,263.97,34.05,23699.7,2.691
Blackgram,Tamil Nadu,KARUR,2002,Kharif,227.0,41.72,52.68,16.96,34.22,74.82,6.82,136.22,25.86,75780.0,0.864
Banana,Tamil Nadu,KARUR,2002,Whole Year,5151.0,72.49,72.18,56.36,35.16,85.61,6.13,171.68,32.5,18337.86,18.0
Coconut,Tamil Nadu,KARUR,2002,Whole Year,4331.0,27.48,17.25,34.86,29.23,98.0,5.66,107.97,34.07,70337.87,12.031
Mango,Tamil Nadu,KARUR,2002,Whole Year,514.0,21.07,26.85,38.11,30.14,59.36,7.25,143.78,25.78,28337.88,6.0
Orange,Tamil Nadu,KARUR,2002,Whole Year,1.0,16.5,38.0,14.18,24.14,97.39,6.25,135.15,29.81,25337.89,11.247
Maize,Tamil Nadu,KARUR,2003,Kharif,31.0,93.7,59.69,27.48,30.38,74.02,7.07,124.58,24.59,20337.9,2.957
Rice,Tamil Nadu,KARUR,2003,Kharif,9321.0,76.74,52.73,44.21,25.21,92.71,8.5,238.61,22.53,23687.7,2.0
Blackgram,Tamil Nadu,KARUR,2003,Kharif,412.0,50.53,68.14,25.21,29.83,81.49,6.56,140.23,33.94,69743.93,0.78
Banana,Tamil Nadu,KARUR,2003,Whole Year,3580.0,76.55,86.73,49.16,26.82,83.66,6.43,142.31,31.81,18337.93,20.64
Coconut,Tamil Nadu,KARUR,2003,Whole Year,4487.0,22.55,9.63,29.45,27.1,98.0,6.16,298.43,32.89,70337.94,8.167
Grapes,Tamil Nadu,KARUR,2003,Whole Year,7.0,48.81,105.31,159.85,16.47,86.72,5.52,122.65,24.47,30337.95,11.046
Mango,Tamil Nadu,KARUR,2003,Whole Year,537.0,17.41,49.26,38.27,30.0,53.19,5.33,137.1,21.46,28337.96,6.0
Orange,Tamil Nadu,KARUR,2003,Whole Year,1.0,30.31,20.06,26.8,35.52,92.96,7.0,144.25,17.29,25337.97,13.512
Maize,Tamil Nadu,KARUR,2004,Kharif,176.0,26.22,45.7,19.2,26.04,92.84,7.35,177.35,27.5,20337.98,4.23
Rice,Tamil Nadu,KARUR,2004,Kharif,18233.0,79.74,48.89,47.59,28.92,91.62,6.81,292.05,36.17,25361.16,4.471
Blackgram,Tamil Nadu,KARUR,2004,Kharif,404.0,18.86,51.76,25.07,32.43,72.03,7.35,146.84,16.49,82338.0,0.835
Banana,Tamil Nadu,KARUR,2004,Whole Year,3394.0,66.25,97.55,53.52,32.06,91.21,5.67,149.13,34.14,18338.01,18.0
Coconut,Tamil Nadu,KARUR,2004,Whole Year,4588.0,21.73,20.32,32.31,28.6,98.0,6.49,212.22,30.72,70338.02,5.094
Rice,Tamil Nadu,KARUR,2005,Kharif,18398.0,66.32,69.85,34.28,29.87,91.3,6.61,288.12,31.87,25248.53,3.115
Blackgram,Tamil Nadu,KARUR,2005,Kharif,1573.0,10.0,75.87,18.49,36.05,75.15,7.61,139.52,20.47,76417.31,0.814
Banana,Tamil Nadu,KARUR,2005,Whole Year,3947.0,73.68,94.54,50.82,28.89,90.98,6.9,167.25,34.07,18338.05,19.278
Coconut,Tamil Nadu,KARUR,2005,Whole Year,4704.0,25.29,32.55,25.18,27.65,98.0,6.48,197.11,34.98,70338.06,8.858
Rice,Tamil Nadu,KARUR,2006,Kharif,13745.0,67.24,44.98,35.03,26.35,92.64,5.82,281.3,32.17,24776.06,4.85
Banana,Tamil Nadu,KARUR,2006,Whole Year,5005.0,95.12,92.73,52.24,28.97,91.1,6.73,155.45,23.37,18338.08,18.0
Coconut,Tamil Nadu,KARUR,2006,Whole Year,5005.0,29.43,32.91,38.15,33.08,98.0,6.36,259.72,38.09,70338.09,9.549
Maize,Tamil Nadu,KARUR,2006,Whole Year,172.0,72.27,45.44,28.3,25.89,76.12,6.66,100.87,27.62,20338.1,3.621
Blackgram,Tamil Nadu,KARUR,2006,Whole Year,285.0,41.48,76.03,17.94,28.32,72.81,7.34,113.33,26.16,79217.6,1.435
Rice,Tamil Nadu,KARUR,2007,Kharif,12433.0,60.86,38.65,38.28,28.41,88.39,5.7,256.84,37.16,25662.37,4.793
Banana,Tamil Nadu,KARUR,2007,Whole Year,5028.0,74.3,79.28,55.92,27.47,91.05,6.52,135.9,37.12,18338.13,18.0
Coconut,Tamil Nadu,KARUR,2007,Whole Year,5177.0,21.5,27.2,34.42,27.17,98.0,6.44,206.5,32.58,70338.14,11.983
Maize,Tamil Nadu,KARUR,2007,Whole Year,801.0,56.55,44.31,28.56,21.5,77.03,6.62,133.43,32.24,20338.15,3.146
Blackgram,Tamil Nadu,KARUR,2007,Whole Year,1907.0,29.32,52.78,25.61,30.9,71.87,8.27,114.65,25.52,80501.97,0.88
Rice,Tamil Nadu,KARUR,2008,Kharif,15628.0,68.28,68.68,52.73,22.75,91.4,6.79,206.44,31.66,24479.63,4.623
Banana,Tamil Nadu,KARUR,2008,Whole Year,5304.0,63.93,47.42,50.09,30.04,87.03,6.11,150.31,24.09,18338.18,18.0
Coconut,Tamil Nadu,KARUR,2008,Whole Year,5293.0,18.05,36.16,28.11,27.42,97.3,6.88,216.73,33.6,70338.19,7.431
Maize,Tamil Nadu,KARUR,2008,Whole Year,646.0,76.86,57.06,32.39,24.68,75.44,5.81,109.97,23.12,20338.2,4.633
Blackgram,Tamil Nadu,KARUR,2008,Whole Year,787.0,53.11,73.83,21.35,30.29,79.33,7.29,109.94,26.52,75326.32,1.16
Rice,Tamil Nadu,KARUR,2009,Kharif,15013.0,74.29,50.58,47.91,30.01,94.19,8.5,267.18,28.59,26282.94,3.319
Banana,Tamil Nadu,KARUR,2009,Whole Year,5277.0,91.96,67.96,51.74,29.07,89.13,6.28,134.79,25.44,18338.23,27.398
Coconut,Tamil Nadu,KARUR,2009,Whole Year,5730.0,28.59,11.2,37.98,26.79,97.7,6.42,205.97,28.14,70338.24,8.935
Maize,Tamil Nadu,KARUR,2009,Whole Year,407.0,61.98,47.81,30.26,26.93,77.78,6.72,137.56,23.08,20338.25,4.629
Blackgram,Tamil Nadu,KARUR,2009,Whole Year,832.0,30.88,63.6,26.88,33.09,76.24,7.99,121.76,22.81,82338.26,0.784
Maize,Tamil Nadu,KARUR,2010,Kharif,789.0,79.71,45.2,24.34,24.79,76.59,6.46,144.92,21.34,20338.27,3.009
Rice,Tamil Nadu,KARUR,2010,Kharif,14808.0,65.51,74.99,45.83,27.04,91.87,5.9,251.28,35.77,23100.29,3.147
Blackgram,Tamil Nadu,KARUR,2010,Kharif,716.0,39.11,38.88,33.13,36.92,76.02,6.51,140.88,26.42,79725.37,1.012
Maize,Tamil Nadu,KARUR,2011,Kharif,1319.0,92.07,45.95,26.82,26.78,73.05,7.15,181.22,24.02,20338.3,4.88
Rice,Tamil Nadu,KARUR,2011,Kharif,17090.0,78.01,41.41,29.34,29.04,91.88,8.34,276.73,27.05,23587.57,3.905
Maize,Tamil Nadu,KARUR,2011,Rabi,35.0,65.35,33.48,26.91,22.43,83.59,6.72,133.49,25.11,20338.32,4.694
Banana,Tamil Nadu,KARUR,2011,Whole Year,4812.0,92.2,70.06,41.56,30.17,84.75,5.74,160.4,29.94,18338.33,31.055
Coconut,Tamil Nadu,KARUR,2011,Whole Year,6155.0,21.71,14.23,32.98,26.09,98.0,5.85,222.65,38.83,70338.34,7.312
Blackgram,Tamil Nadu,KARUR,2011,Whole Year,3579.0,39.57,65.49,24.91,31.87,78.63,7.21,110.01,26.61,77706.71,1.182
Maize,Tamil Nadu,KARUR,2012,Kharif,1239.0,71.81,43.86,24.15,25.58,78.79,7.11,147.52,28.53,20338.36,4.437
Rice,Tamil Nadu,KARUR,2012,Kharif,10907.0,74.09,40.97,44.82,29.28,89.03,5.7,252.04,32.52,24990.46,4.082
Blackgram,Tamil Nadu,KARUR,2012,Kharif,1164.0,47.16,75.66,31.05,38.54,76.48,7.34,132.93,23.56,81944.95,0.806
Maize,Tamil Nadu,KARUR,2013,Kharif,1458.0,64.55,64.56,19.52,24.37,71.74,5.9,125.63,21.75,20338.39,4.907
Rice,Tamil Nadu,KARUR,2013,Kharif,12565.0,68.38,30.74,41.99,27.11,92.54,5.25,193.69,32.16,24279.48,2.875
Blackgram,Tamil Nadu,KARUR,2013,Kharif,2628.0,37.21,70.12,30.14,25.34,76.75,8.14,140.38,35.75,80641.35,1.121
Maize,Tamil Nadu,KARUR,2013,Rabi,346.0,58.96,50.94,32.31,22.79,58.36,5.7,100.39,24.94,20338.42,2.912
Blackgram,Tamil Nadu,KARUR,2013,Rabi,1850.0,33.78,53.12,33.13,33.78,77.24,6.88,85.35,19.07,82338.43,1.09
Banana,Tamil Nadu,KARUR,2013,Whole Year,2666.0,81.29,61.68,55.01,29.02,83.42,6.59,128.4,26.14,18338.44,26.74
Coconut,Tamil Nadu,KARUR,2013,Whole Year,6641.0,10.18,31.39,43.71,30.63,98.0,6.48,220.98,38.1,70338.45,5.693
Banana,Tamil Nadu,KRISHNAGIRI,2003,Whole Year,1024.0,92.72,72.22,49.83,25.59,84.41,5.25,145.89,32.26,18338.46,36.149
Grapes,Tamil Nadu,KRISHNAGIRI,2003,Whole Year,108.0,76.24,115.56,169.49,10.0,82.13,6.02,103.56,23.38,30338.47,18.043
Mango,Tamil Nadu,KRISHNAGIRI,2003,Whole Year,34626.0,28.11,28.89,41.61,32.6,59.63,5.98,131.67,24.04,28338.48,9.689
Orange,Tamil Nadu,KRISHNAGIRI,2003,Whole Year,1.0,37.25,5.78,24.58,20.52,94.75,6.28,127.97,29.16,25338.49,9.635
Papaya,Tamil Nadu,KRISHNAGIRI,2003,Whole Year,9.0,95.58,64.55,51.22,15.47,87.84,6.69,235.0,35.58,16338.5,22.604
Maize,Tamil Nadu,KRISHNAGIRI,2004,Kharif,103.0,51.34,42.1,33.38,16.08,54.3,6.65,149.12,21.61,20338.51,4.474
Rice,Tamil Nadu,KRISHNAGIRI,2004,Kharif,17620.0,66.01,30.0,48.08,23.58,85.14,7.3,210.89,39.75,23535.32,4.211
Blackgram,Tamil Nadu,KRISHNAGIRI,2004,Kharif,427.0,80.59,60.57,27.51,31.95,73.23,7.32,119.96,22.68,71802.04,0.842
Banana,Tamil Nadu,KRISHNAGIRI,2004,Whole Year,1050.0,102.46,49.58,52.2,28.76,81.41,6.03,148.44,25.28,18338.54,29.481
Coconut,Tamil Nadu,KRISHNAGIRI,2004,Whole Year,14049.0,31.84,34.34,38.26,27.83,93.49,5.33,163.92,35.25,70338.55,8.777
Rice,Tamil Nadu,KRISHNAGIRI,2005,Kharif,21980.0,78.75,35.27,44.09,30.12,87.88,6.7,300.0,37.78,24234.78,3.644
Blackgram,Tamil Nadu,KRISHNAGIRI,2005,Kharif,639.0,18.36,68.87,32.75,32.77,69.33,7.22,117.94,26.75,82338.57,1.173
Banana,Tamil Nadu,KRISHNAGIRI,2005,Whole Year,1813.0,73.55,85.75,51.38,28.38,80.45,5.68,111.97,26.55,18338.58,35.04
Coconut,Tamil Nadu,KRISHNAGIRI,2005,Whole Year,15264.0,57.17,24.04,36.53,26.92,96.43,6.23,250.23,39.18,70338.59,11.832
Rice,Tamil Nadu,KRISHNAGIRI,2006,Kharif,17890.0,81.06,37.81,43.29,25.95,85.22,6.03,208.72,32.3,22936.07,3.289
Banana,Tamil Nadu,KRISHNAGIRI,2006,Whole Year,2176.0,72.26,85.3,57.52,29.27,87.38,5.83,141.3,33.77,18338.61,35.361
Coconut,Tamil Nadu,KRISHNAGIRI,2006,Whole Year,14977.0,24.05,29.51,37.54,25.42,84.47,5.12,162.61,37.88,70338.62,8.848
Maize,Tamil Nadu,KRISHNAGIRI,2006,Whole Year,98.0,82.42,35.75,23.46,21.55,68.2,5.88,76.44,21.95,20338.63,3.604
Blackgram,Tamil Nadu,KRISHNAGIRI,2006,Whole Year,775.0,43.79,58.66,35.09,36.3,72.18,5.46,112.23,24.98,82338.64,0.6
Rice,Tamil Nadu,KRISHNAGIRI,2007,Kharif,14982.0,65.0,37.96,44.2,31.01,82.63,4.5,255.28,29.67,25331.03,4.517
Banana,Tamil Nadu,KRISHNAGIRI,2007,Whole Year,2170.0,85.79,96.39,42.02,29.26,78.7,5.45,115.35,24.4,18338.66,18.518
Coconut,Tamil Nadu,KRISHNAGIRI,2007,Whole Year,14464.0,20.79,39.18,35.6,28.17,90.12,6.21,235.32,38.67,70338.67,8.187
Maize,Tamil Nadu,KRISHNAGIRI,2007,Whole Year,94.0,83.92,54.52,32.7,17.9,89.22,7.32,116.0,23.96,20338.68,4.057
Blackgram,Tamil Nadu,KRISHNAGIRI,2007,Whole Year,755.0,49.79,49.36,27.56,30.73,75.39,7.14,100.19,22.87,77773.76,1.042
Rice,Tamil Nadu,KRISHNAGIRI,2008,Kharif,14621.0,45.81,28.57,47.52,22.22,83.14,6.67,281.77,37.16,23447.2,4.749
Banana,Tamil Nadu,KRISHNAGIRI,2008,Whole Year,2251.0,102.56,87.44,43.05,26.07,79.75,5.31,96.97,23.4,18338.71,27.444
Coconut,Tamil Nadu,KRISHNAGIRI,2008,Whole Year,14418.0,59.02,23.89,34.92,28.12,92.85,5.32,196.69,33.5,70338.72,8.065
Maize,Tamil Nadu,KRISHNAGIRI,2008,Whole Year,88.0,82.46,17.04,23.19,26.99,68.58,5.97,117.77,25.1,20338.73,2.5
Blackgram,Tamil Nadu,KRISHNAGIRI,2008,Whole Year,767.0,40.96,79.7,27.46,31.45,64.78,7.77,107.56,25.58,75859.0,0.696
Rice,Tamil Nadu,KRISHNAGIRI,2009,Kharif,16490.0,88.24,36.54,42.34,20.33,87.28,7.42,300.0,37.97,24078.4,3.941
