crop,state_name,district_name,crop_year,season,area_ha,nitrogen,phosphorous,potassium,temperature_c,humidity,ph,rainfall_mm,moisture,yield_t_ha 
Rice,West Bengal,24 PARAGANAS NORTH,2012,Autumn,13891.0,50.41,56.83,57.49,24.65,76.39,5.44,169.62,31.92,2.597
Jute,West Bengal,24 PARAGANAS NORTH,2012,Kharif,47442.0,78.95,50.02,59.21,25.62,75.81,6.78,210.87,30.94,15.9
Blackgram,West Bengal,24 PARAGANAS NORTH,2012,Kharif,1937.0,21.22,67.17,39.99,19.79,60.8,6.71,85.99,23.47,0.678
Maize,West Bengal,24 PARAGANAS NORTH,2012,Rabi,56.0,72.13,59.58,39.26,28.92,59.55,6.73,44.69,23.21,2.893
Maize,West Bengal,24 PARAGANAS NORTH,2012,Summer,144.0,78.28,74.75,40.04,22.59,36.79,6.1,57.17,14.84,2.535
Rice,West Bengal,24 PARAGANAS NORTH,2012,Summer,70500.0,58.29,64.65,46.33,29.73,73.05,5.13,137.34,31.09,3.533
Rice,West Bengal,24 PARAGANAS NORTH,2012,Winter,133093.0,66.8,57.22,56.35,17.64,77.2,4.5,141.2,18.87,2.735
Rice,West Bengal,24 PARAGANAS NORTH,2013,Autumn,16286.0,54.11,67.57,52.16,17.85,73.16,7.59,223.85,31.96,2.827
Jute,West Bengal,24 PARAGANAS NORTH,2013,Kharif,48855.0,76.19,46.57,45.88,24.95,73.99,7.04,219.74,38.73,18.64
Blackgram,West Bengal,24 PARAGANAS NORTH,2013,Kharif,2223.0,31.93,62.17,24.12,26.84,72.01,7.39,105.46,21.72,0.804
Maize,West Bengal,24 PARAGANAS NORTH,2013,Rabi,45.0,31.49,55.04,35.04,19.66,58.87,7.38,45.01,19.92,3.311
Blackgram,West Bengal,24 PARAGANAS NORTH,2013,Rabi,515.0,32.54,81.78,37.76,25.49,57.13,6.53,34.06,16.42,0.439
Maize,West Bengal,24 PARAGANAS NORTH,2013,Summer,129.0,93.81,44.17,26.67,26.4,62.56,5.87,20.0,17.1,2.581
Rice,West Bengal,24 PARAGANAS NORTH,2013,Summer,70880.0,97.94,60.31,55.5,28.98,70.93,6.32,266.13,25.42,3.263
Rice,West Bengal,24 PARAGANAS NORTH,2013,Winter,131943.0,17.91,78.84,53.32,21.85,76.36,6.19,82.07,19.3,2.964
Maize,West Bengal,24 PARAGANAS NORTH,2014,Autumn,54.0,37.61,39.4,36.33,19.92,72.33,5.93,93.9,27.5,6.333
Rice,West Bengal,24 PARAGANAS NORTH,2014,Autumn,15876.0,48.88,73.66,52.21,24.84,76.11,6.66,219.37,26.54,2.703
Jute,West Bengal,24 PARAGANAS NORTH,2014,Kharif,50694.0,69.81,68.01,57.58,26.35,70.24,6.59,151.53,32.78,17.416
Blackgram,West Bengal,24 PARAGANAS NORTH,2014,Kharif,2655.0,44.73,72.54,37.04,30.35,66.65,6.19,93.93,22.14,0.783
Maize,West Bengal,24 PARAGANAS NORTH,2014,Rabi,49.0,58.88,65.53,44.25,25.46,60.8,7.51,62.42,24.97,3.041
Blackgram,West Bengal,24 PARAGANAS NORTH,2014,Rabi,780.0,13.55,68.05,34.83,24.23,60.76,6.59,49.04,24.37,1.231
Maize,West Bengal,24 PARAGANAS NORTH,2014,Summer,132.0,57.87,38.04,40.97,22.59,45.05,6.86,45.65,20.55,2.598
Rice,West Bengal,24 PARAGANAS NORTH,2014,Summer,70898.0,84.52,31.84,45.17,27.15,70.65,7.36,84.73,20.73,3.374
Rice,West Bengal,24 PARAGANAS NORTH,2014,Winter,139767.0,57.24,71.86,55.27,22.83,74.63,5.03,93.6,21.99,2.874
Rice,West Bengal,24 PARAGANAS SOUTH,1997,Autumn,2409.0,44.58,57.25,40.16,23.29,81.96,6.17,208.27,36.79,2.188
Jute,West Bengal,24 PARAGANAS SOUTH,1997,Kharif,944.0,99.32,41.24,35.88,27.21,98.0,6.73,179.15,26.0,10.858
Blackgram,West Bengal,24 PARAGANAS SOUTH,1997,Kharif,128.0,10.0,77.22,31.93,28.94,73.9,6.21,98.7,26.78,0.625
Blackgram,West Bengal,24 PARAGANAS SOUTH,1997,Rabi,874.0,22.15,75.49,14.28,25.73,67.77,6.72,58.94,13.32,0.85
Rice,West Bengal,24 PARAGANAS SOUTH,1997,Summer,54664.0,79.31,40.62,32.46,24.7,77.93,7.21,182.44,29.1,2.483
Coconut,West Bengal,24 PARAGANAS SOUTH,1997,Whole Year,3485.0,23.15,5.0,32.36,23.33,88.91,5.99,159.6,26.68,12.0
Rice,West Bengal,24 PARAGANAS SOUTH,1997,Winter,373220.0,88.63,54.48,34.81,24.4,85.5,6.09,233.17,32.61,1.324
Rice,West Bengal,24 PARAGANAS SOUTH,1998,Autumn,4337.0,76.65,34.31,32.4,22.14,83.69,5.99,106.02,19.91,1.752
Jute,West Bengal,24 PARAGANAS SOUTH,1998,Kharif,1984.0,62.05,44.47,43.96,25.34,74.05,7.05,158.92,18.26,13.317
Maize,West Bengal,24 PARAGANAS SOUTH,1998,Kharif,2.0,66.74,43.92,24.66,21.22,67.25,5.34,123.03,34.92,5.0
Blackgram,West Bengal,24 PARAGANAS SOUTH,1998,Kharif,142.0,49.87,57.48,20.32,36.14,78.81,7.16,93.2,21.02,0.704
Blackgram,West Bengal,24 PARAGANAS SOUTH,1998,Rabi,400.0,49.01,55.61,27.51,31.62,65.89,7.14,48.99,24.17,0.8
Rice,West Bengal,24 PARAGANAS SOUTH,1998,Summer,80890.0,95.9,62.56,38.69,24.63,82.78,4.84,253.47,41.08,2.988
Coconut,West Bengal,24 PARAGANAS SOUTH,1998,Whole Year,3485.0,28.65,39.88,37.33,26.14,92.98,6.37,188.76,37.52,12.0
Rice,West Bengal,24 PARAGANAS SOUTH,1998,Winter,363033.0,115.22,25.61,33.38,17.41,86.23,6.35,83.14,21.9,1.378
Rice,West Bengal,24 PARAGANAS SOUTH,1999,Autumn,5314.0,44.21,37.7,38.12,24.39,85.18,6.45,208.32,26.0,2.055
Jute,West Bengal,24 PARAGANAS SOUTH,1999,Kharif,538.0,108.17,40.56,37.94,24.19,70.45,8.0,213.61,25.28,14.219
Blackgram,West Bengal,24 PARAGANAS SOUTH,1999,Kharif,7.0,36.46,64.07,23.33,27.02,82.05,6.67,98.65,22.46,0.714
Blackgram,West Bengal,24 PARAGANAS SOUTH,1999,Rabi,400.0,78.24,47.18,27.63,21.8,69.41,6.57,55.06,25.28,0.75
Rice,West Bengal,24 PARAGANAS SOUTH,1999,Summer,76997.0,48.97,35.66,41.9,25.66,80.34,7.2,202.48,33.54,2.809
Coconut,West Bengal,24 PARAGANAS SOUTH,1999,Whole Year,3485.0,10.0,35.62,21.98,30.66,92.26,6.32,181.74,29.04,12.0
Rice,West Bengal,24 PARAGANAS SOUTH,1999,Winter,373726.0,92.67,50.25,41.11,22.63,85.51,5.63,98.91,19.82,1.888
Rice,West Bengal,24 PARAGANAS SOUTH,2000,Autumn,6927.0,101.46,51.98,37.07,22.74,82.6,6.81,176.39,29.91,1.81
Jute,West Bengal,24 PARAGANAS SOUTH,2000,Kharif,1751.0,100.37,37.6,37.73,23.87,80.06,6.25,164.75,24.05,10.348
Blackgram,West Bengal,24 PARAGANAS SOUTH,2000,Kharif,319.0,43.74,51.76,18.24,33.89,79.75,6.99,86.47,15.49,0.596
Blackgram,West Bengal,24 PARAGANAS SOUTH,2000,Rabi,20.0,37.08,68.42,24.93,16.1,68.27,6.87,56.8,23.33,0.75
Rice,West Bengal,24 PARAGANAS SOUTH,2000,Summer,83471.0,95.88,50.58,40.32,24.22,77.82,7.38,196.8,27.58,2.71
Coconut,West Bengal,24 PARAGANAS SOUTH,2000,Whole Year,3235.0,30.85,23.04,25.62,28.04,94.06,5.94,35.63,19.74,10.5
Rice,West Bengal,24 PARAGANAS SOUTH,2000,Winter,335463.0,75.59,48.82,40.48,18.05,86.18,6.54,144.89,27.33,1.873
Rice,West Bengal,24 PARAGANAS SOUTH,2001,Autumn,11309.0,75.86,32.18,33.75,23.1,86.28,7.21,220.5,31.16,2.81
Jute,West Bengal,24 PARAGANAS SOUTH,2001,Kharif,1160.0,48.07,62.66,32.45,27.07,85.37,6.14,178.18,39.6,14.28
Blackgram,West Bengal,24 PARAGANAS SOUTH,2001,Kharif,120.0,38.55,77.97,16.48,29.97,73.11,7.4,104.89,21.96,0.542
Rice,West Bengal,24 PARAGANAS SOUTH,2001,Summer,82240.0,75.68,52.85,44.63,26.71,80.75,6.92,79.18,24.54,2.867
Coconut,West Bengal,24 PARAGANAS SOUTH,2001,Whole Year,3825.0,19.71,23.07,36.15,24.06,95.15,6.49,182.91,39.36,13.5
Rice,West Bengal,24 PARAGANAS SOUTH,2001,Winter,336114.0,56.96,65.51,35.62,20.86,86.67,6.5,241.82,41.09,2.19
Rice,West Bengal,24 PARAGANAS SOUTH,2002,Autumn,14120.0,99.51,68.35,41.06,22.15,87.23,6.41,232.77,30.67,2.367
Jute,West Bengal,24 PARAGANAS SOUTH,2002,Kharif,1353.0,78.45,58.41,34.19,24.22,83.62,7.15,158.2,19.95,12.337
Blackgram,West Bengal,24 PARAGANAS SOUTH,2002,Kharif,125.0,37.56,82.44,26.92,24.5,80.95,6.86,96.24,24.74,0.72
Rice,West Bengal,24 PARAGANAS SOUTH,2002,Summer,76088.0,58.1,43.57,36.19,25.0,77.92,7.19,113.93,18.5,2.791
Coconut,West Bengal,24 PARAGANAS SOUTH,2002,Whole Year,3895.0,61.16,23.53,30.36,26.47,93.24,5.87,176.75,26.73,14.2
Rice,West Bengal,24 PARAGANAS SOUTH,2002,Winter,343596.0,83.36,55.56,31.41,22.48,86.08,5.5,159.18,31.75,2.023
Rice,West Bengal,24 PARAGANAS SOUTH,2003,Autumn,16217.0,75.12,77.26,40.18,22.97,84.69,7.13,120.15,23.98,2.109
Jute,West Bengal,24 PARAGANAS SOUTH,2003,Kharif,3188.0,54.33,57.53,36.31,25.64,98.0,7.89,187.97,36.34,15.892
Maize,West Bengal,24 PARAGANAS SOUTH,2003,Kharif,400.0,56.56,56.18,15.02,24.76,97.09,6.35,124.47,23.3,2.9
Blackgram,West Bengal,24 PARAGANAS SOUTH,2003,Kharif,25.0,30.15,62.21,25.58,36.99,75.09,6.57,96.4,23.47,0.72
Rice,West Bengal,24 PARAGANAS SOUTH,2003,Summer,77367.0,84.7,52.96,37.85,25.38,79.08,6.56,221.05,27.81,2.842
Coconut,West Bengal,24 PARAGANAS SOUTH,2003,Whole Year,3319.0,47.69,12.39,32.98,26.56,91.36,6.54,113.73,35.28,13.5
Rice,West Bengal,24 PARAGANAS SOUTH,2003,Winter,353858.0,74.72,63.45,40.25,20.16,84.89,6.35,208.05,29.78,2.022
Rice,West Bengal,24 PARAGANAS SOUTH,2004,Autumn,3151.0,73.82,57.38,38.47,28.89,80.96,5.63,132.19,23.8,2.268
Jute,West Bengal,24 PARAGANAS SOUTH,2004,Kharif,821.0,82.4,51.22,40.12,25.49,75.02,7.32,156.13,25.03,14.893
Maize,West Bengal,24 PARAGANAS SOUTH,2004,Kharif,252.0,37.17,51.53,20.53,31.81,76.88,6.24,111.09,24.13,2.599
Blackgram,West Bengal,24 PARAGANAS SOUTH,2004,Kharif,46.0,42.56,59.08,35.94,28.61,71.85,7.38,95.77,24.28,0.891
Rice,West Bengal,24 PARAGANAS SOUTH,2004,Summer,55881.0,77.94,46.87,41.88,26.18,81.45,6.26,127.68,25.34,3.296
Coconut,West Bengal,24 PARAGANAS SOUTH,2004,Whole Year,3331.0,40.1,14.25,32.97,28.46,98.0,7.08,140.09,31.82,13.0
Rice,West Bengal,24 PARAGANAS SOUTH,2004,Winter,338291.0,73.9,49.35,41.37,21.84,82.93,6.93,153.17,24.49,2.131
Rice,West Bengal,24 PARAGANAS SOUTH,2005,Autumn,2163.0,67.06,37.1,31.85,24.6,85.96,7.03,289.0,31.09,2.897
Jute,West Bengal,24 PARAGANAS SOUTH,2005,Kharif,1424.0,73.91,47.99,39.59,28.47,98.0,7.05,186.51,33.56,13.796
Maize,West Bengal,24 PARAGANAS SOUTH,2005,Kharif,245.0,61.22,42.04,31.36,24.16,82.21,5.21,98.01,32.29,2.086
Blackgram,West Bengal,24 PARAGANAS SOUTH,2005,Kharif,56.0,48.69,60.58,11.26,22.69,78.35,6.96,86.88,16.9,0.839
Rice,West Bengal,24 PARAGANAS SOUTH,2005,Summer,54729.0,103.92,53.92,39.03,28.97,76.81,5.39,158.42,27.92,2.869
Coconut,West Bengal,24 PARAGANAS SOUTH,2005,Whole Year,3199.0,52.49,22.55,32.26,29.94,96.31,6.61,141.92,26.98,13.413
Rice,West Bengal,24 PARAGANAS SOUTH,2005,Winter,339079.0,121.88,23.4,39.92,19.4,86.48,7.42,169.08,22.45,2.011
Rice,West Bengal,24 PARAGANAS SOUTH,2006,Autumn,8002.0,62.82,66.09,40.27,24.81,84.75,5.23,173.18,32.37,2.271
Jute,West Bengal,24 PARAGANAS SOUTH,2006,Kharif,628.0,68.02,40.16,40.72,25.83,86.43,7.91,198.1,32.78,12.39
Maize,West Bengal,24 PARAGANAS SOUTH,2006,Kharif,250.0,101.46,46.11,23.25,19.61,88.02,6.37,108.1,23.41,2.084
Blackgram,West Bengal,24 PARAGANAS SOUTH,2006,Kharif,65.0,44.2,65.81,28.73,29.17,77.79,6.86,84.42,24.94,0.754
Rice,West Bengal,24 PARAGANAS SOUTH,2006,Summer,76956.0,49.25,26.2,36.05,27.81,76.95,5.06,163.54,26.44,2.988
Coconut,West Bengal,24 PARAGANAS SOUTH,2006,Whole Year,3232.0,65.99,36.0,37.06,25.37,95.66,6.59,187.99,33.14,12830.012
Rice,West Bengal,24 PARAGANAS SOUTH,2006,Winter,330060.0,100.3,61.74,40.51,20.31,81.86,7.13,153.01,22.14,2.009
Rice,West Bengal,24 PARAGANAS SOUTH,2007,Autumn,780.0,107.11,77.44,42.17,20.93,84.78,8.07,147.18,24.43,2.299
Jute,West Bengal,24 PARAGANAS SOUTH,2007,Kharif,667.0,86.1,55.7,33.33,24.42,85.07,7.5,177.2,39.68,11.448
Blackgram,West Bengal,24 PARAGANAS SOUTH,2007,Kharif,58.0,49.65,71.63,18.72,25.95,73.42,6.84,94.18,22.22,0.966
Maize,West Bengal,24 PARAGANAS SOUTH,2007,Summer,305.0,87.88,54.03,30.69,28.11,78.25,7.33,44.65,26.06,2.079
Rice,West Bengal,24 PARAGANAS SOUTH,2007,Summer,67424.0,69.04,77.38,32.6,26.94,74.76,6.86,54.86,23.87,3.35
Coconut,West Bengal,24 PARAGANAS SOUTH,2007,Whole Year,3910.0,13.55,32.66,40.63,30.44,98.0,5.83,176.18,32.3,13580.563
Rice,West Bengal,24 PARAGANAS SOUTH,2007,Winter,324295.0,60.24,38.21,36.2,23.13,84.38,8.13,267.15,39.21,1.755
Rice,West Bengal,24 PARAGANAS SOUTH,2008,Autumn,4374.0,99.81,78.63,36.66,26.78,84.03,8.5,253.89,32.73,2.072
Jute,West Bengal,24 PARAGANAS SOUTH,2008,Kharif,1286.0,93.87,39.48,36.77,28.14,94.08,5.72,200.71,37.03,12.41
Blackgram,West Bengal,24 PARAGANAS SOUTH,2008,Kharif,264.0,10.0,59.41,14.49,30.41,78.49,7.54,104.99,33.08,0.879
Maize,West Bengal,24 PARAGANAS SOUTH,2008,Summer,290.0,50.82,46.59,23.19,24.71,71.52,5.23,20.0,17.79,2.09
Rice,West Bengal,24 PARAGANAS SOUTH,2008,Summer,70032.0,100.5,48.42,33.3,22.11,75.69,5.34,195.45,25.43,2.703
Coconut,West Bengal,24 PARAGANAS SOUTH,2008,Whole Year,3925.0,56.06,25.7,33.77,26.32,97.38,6.15,153.28,27.05,13.58
Rice,West Bengal,24 PARAGANAS SOUTH,2008,Winter,341567.0,99.67,46.9,41.45,15.39,80.92,8.5,184.03,29.65,2.112
Rice,West Bengal,24 PARAGANAS SOUTH,2009,Autumn,3375.0,88.99,56.18,39.25,23.65,87.11,5.24,215.66,34.58,2.277
Jute,West Bengal,24 PARAGANAS SOUTH,2009,Kharif,2521.0,86.86,63.77,46.07,21.84,86.56,7.35,150.01,33.45,12.24
Blackgram,West Bengal,24 PARAGANAS SOUTH,2009,Kharif,213.0,20.1,49.96,24.23,29.55,82.07,6.4,101.03,24.53,0.709
Maize,West Bengal,24 PARAGANAS SOUTH,2009,Summer,314.0,91.29,9.95,24.76,27.36,81.42,7.04,20.0,18.4,1.357
Rice,West Bengal,24 PARAGANAS SOUTH,2009,Summer,66402.0,82.86,40.59,39.49,26.9,82.13,4.5,137.05,27.58,2.662
Rice,West Bengal,24 PARAGANAS SOUTH,2009,Winter,314183.0,65.06,29.3,35.74,21.34,84.88,8.15,109.09,30.69,1.976
Maize,West Bengal,24 PARAGANAS SOUTH,2010,Autumn,53.0,77.08,61.96,25.57,25.51,73.78,5.96,96.66,32.27,2.528
Rice,West Bengal,24 PARAGANAS SOUTH,2010,Autumn,5755.0,91.72,55.69,42.76,25.46,89.04,7.59,191.87,30.23,1.969
Jute,West Bengal,24 PARAGANAS SOUTH,2010,Kharif,2044.0,93.98,51.96,38.27,26.06,98.0,5.94,209.44,36.49,11.55
Blackgram,West Bengal,24 PARAGANAS SOUTH,2010,Kharif,117.0,75.51,68.39,23.44,31.9,75.0,6.66,100.68,24.52,0.744
Maize,West Bengal,24 PARAGANAS SOUTH,2010,Summer,321.0,82.41,47.66,15.94,32.18,66.08,6.31,64.38,26.55,2.053
Rice,West Bengal,24 PARAGANAS SOUTH,2010,Summer,68304.0,61.2,75.02,45.32,22.89,78.53,6.33,153.25,25.38,3.168
Rice,West Bengal,24 PARAGANAS SOUTH,2010,Winter,297915.0,46.38,55.7,34.03,22.36,83.19,6.0,221.51,31.32,2.11
Rice,West Bengal,24 PARAGANAS SOUTH,2011,Autumn,7396.0,65.95,20.73,35.47,32.24,86.28,6.22,194.97,32.93,2.342
Jute,West Bengal,24 PARAGANAS SOUTH,2011,Kharif,3310.0,101.45,61.89,46.95,27.88,92.4,6.74,166.44,30.91,12.81
Blackgram,West Bengal,24 PARAGANAS SOUTH,2011,Kharif,289.0,70.12,93.43,34.88,39.68,75.85,7.1,89.47,24.09,0.661
Maize,West Bengal,24 PARAGANAS SOUTH,2011,Summer,195.0,64.28,55.19,24.72,20.93,63.56,6.55,58.77,20.52,1.426
Rice,West Bengal,24 PARAGANAS SOUTH,2011,Summer,67579.0,102.51,52.09,38.69,33.78,78.13,4.5,68.22,19.34,3.184
Rice,West Bengal,24 PARAGANAS SOUTH,2011,Winter,313946.0,55.79,45.99,36.72,27.9,83.84,5.45,195.33,32.76,2.136
Rice,West Bengal,24 PARAGANAS SOUTH,2012,Autumn,3887.0,57.72,30.98,39.17,22.17,83.66,6.13,125.2,26.27,2.305
Jute,West Bengal,24 PARAGANAS SOUTH,2012,Kharif,2554.0,70.97,45.91,34.86,23.77,93.55,6.76,122.81,30.48,19.339
Blackgram,West Bengal,24 PARAGANAS SOUTH,2012,Kharif,70.0,34.65,71.46,25.19,29.98,88.58,6.55,105.33,32.89,0.671
Maize,West Bengal,24 PARAGANAS SOUTH,2012,Summer,197.0,113.49,73.63,18.43,22.0,72.37,6.15,39.23,24.61,2.614
Rice,West Bengal,24 PARAGANAS SOUTH,2012,Summer,60283.0,92.95,50.0,38.19,22.62,75.07,5.99,197.88,35.42,3.008
Rice,West Bengal,24 PARAGANAS SOUTH,2012,Winter,314185.0,98.96,56.85,41.48,18.67,87.36,6.07,95.05,26.88,2.273
Rice,West Bengal,24 PARAGANAS SOUTH,2013,Autumn,4033.0,80.13,39.06,35.69,25.99,85.98,5.47,116.37,33.25,2.708
Jute,West Bengal,24 PARAGANAS SOUTH,2013,Kharif,1494.0,132.39,66.35,34.25,27.47,94.16,7.18,145.87,34.9,21.151
Blackgram,West Bengal,24 PARAGANAS SOUTH,2013,Kharif,535.0,66.24,71.3,14.1,32.81,80.86,6.91,80.47,30.8,0.804
Maize,West Bengal,24 PARAGANAS SOUTH,2013,Summer,237.0,63.36,24.37,21.63,24.42,59.23,4.89,74.29,27.09,2.038
Rice,West Bengal,24 PARAGANAS SOUTH,2013,Summer,72967.0,61.88,34.17,38.9,26.04,75.1,6.96,168.19,30.17,3.173
Rice,West Bengal,24 PARAGANAS SOUTH,2013,Winter,316815.0,74.64,78.15,39.17,19.43,84.23,5.74,112.35,28.97,2.361
Rice,West Bengal,24 PARAGANAS SOUTH,2014,Autumn,5050.0,88.69,49.63,39.71,23.73,82.37,7.48,221.79,34.03,2.527
Jute,West Bengal,24 PARAGANAS SOUTH,2014,Kharif,527.0,75.11,67.94,45.78,26.23,82.62,6.28,195.17,28.11,20.867
Blackgram,West Bengal,24 PARAGANAS SOUTH,2014,Kharif,600.0,43.61,70.58,13.99,26.16,69.38,6.84,91.0,20.63,0.783
Maize,West Bengal,24 PARAGANAS SOUTH,2014,Summer,251.0,96.5,65.95,16.16,21.74,59.06,5.95,85.62,19.49,2.199
Rice,West Bengal,24 PARAGANAS SOUTH,2014,Summer,63392.0,81.48,56.33,39.76,24.49,77.18,6.82,169.31,18.31,3.335
Rice,West Bengal,24 PARAGANAS SOUTH,2014,Winter,325501.0,80.92,50.92,37.32,21.01,84.97,6.38,139.41,26.46,2.441
Rice,West Bengal,BANKURA,1997,Autumn,38211.0,86.59,58.2,44.44,32.71,76.51,4.5,220.55,33.64,2.306
Jute,West Bengal,BANKURA,1997,Kharif,583.0,65.29,35.8,36.59,28.67,87.59,6.6,223.04,38.08,19.828
Blackgram,West Bengal,BANKURA,1997,Kharif,724.0,37.5,61.71,34.08,26.32,69.83,7.01,134.96,28.6,0.594
Rice,West Bengal,BANKURA,1997,Summer,44617.0,87.86,66.23,48.05,30.19,75.79,8.5,270.8,32.76,3.04
Coconut,West Bengal,BANKURA,1997,Whole Year,135.0,75.58,27.19,29.47,30.77,83.29,6.1,182.03,24.17,5.696
Maize,West Bengal,BANKURA,1997,Whole Year,500.0,86.16,54.18,37.13,29.56,70.49,4.96,131.31,26.31,0.76
Rice,West Bengal,BANKURA,1997,Winter,354447.0,55.53,48.18,45.1,26.79,82.91,4.75,145.15,25.59,2.747
Rice,West Bengal,BANKURA,1998,Autumn,34676.0,82.03,48.36,47.6,25.82,83.58,6.28,254.88,34.3,2.442
Jute,West Bengal,BANKURA,1998,Kharif,429.0,71.35,32.46,39.02,30.53,98.0,6.16,230.98,34.59,17.739
Maize,West Bengal,BANKURA,1998,Kharif,281.0,53.08,45.0,37.85,28.28,69.18,6.19,208.92,23.74,1.139
Blackgram,West Bengal,BANKURA,1998,Kharif,91.0,56.63,62.04,37.55,33.47,75.9,6.79,125.91,24.73,0.22
Rice,West Bengal,BANKURA,1998,Summer,56806.0,67.7,50.08,51.6,34.22,76.2,7.43,225.64,24.97,2.673
Coconut,West Bengal,BANKURA,1998,Whole Year,142.0,42.9,33.52,42.95,29.37,91.34,6.96,217.1,35.61,5.676
Rice,West Bengal,BANKURA,1998,Winter,294528.0,71.3,63.24,39.09,20.5,79.77,8.25,192.94,25.72,2.351
Rice,West Bengal,BANKURA,1999,Autumn,33206.0,91.3,50.78,54.32,25.97,75.46,7.49,259.92,28.78,2.298
Jute,West Bengal,BANKURA,1999,Kharif,273.0,83.73,59.02,35.02,26.64,76.96,6.56,226.73,31.79,18.938
Maize,West Bengal,BANKURA,1999,Kharif,341.0,51.82,55.21,19.85,25.48,66.8,6.65,105.11,31.46,1.554
Blackgram,West Bengal,BANKURA,1999,Kharif,348.0,24.3,63.33,20.15,28.76,76.39,6.89,128.55,26.47,0.552
Blackgram,West Bengal,BANKURA,1999,Rabi,10.0,46.85,71.09,27.71,32.07,68.77,7.3,89.12,23.0,0.5
Rice,West Bengal,BANKURA,1999,Summer,46486.0,110.55,38.71,46.59,28.04,73.82,6.48,149.59,25.49,2.724
Coconut,West Bengal,BANKURA,1999,Whole Year,155.0,55.4,36.18,34.85,28.66,86.32,6.69,266.81,31.03,10.341
Rice,West Bengal,BANKURA,1999,Winter,332424.0,66.77,43.37,45.82,19.8,83.12,6.41,300.0,38.14,2.389
Rice,West Bengal,BANKURA,2000,Autumn,22835.0,86.27,37.53,38.38,27.8,81.39,5.08,280.02,36.94,2.209
Jute,West Bengal,BANKURA,2000,Kharif,368.0,75.51,70.03,36.04,27.92,90.83,7.95,212.04,31.41,18.804
Maize,West Bengal,BANKURA,2000,Kharif,405.0,96.37,52.68,33.11,37.08,59.1,6.17,188.01,22.89,1.827
Blackgram,West Bengal,BANKURA,2000,Kharif,11.0,60.79,62.38,28.28,28.52,73.43,6.07,142.07,23.08,0.364
Blackgram,West Bengal,BANKURA,2000,Rabi,10.0,43.69,56.48,24.06,25.37,66.06,7.42,88.47,21.81,0.5
Rice,West Bengal,BANKURA,2000,Summer,39297.0,69.34,44.65,45.27,27.58,77.31,5.9,147.24,35.24,3.331
Coconut,West Bengal,BANKURA,2000,Whole Year,164.0,50.66,13.71,40.26,27.13,94.28,6.26,228.05,30.38,10.803
Rice,West Bengal,BANKURA,2000,Winter,333437.0,65.9,43.99,44.89,20.14,83.19,6.09,224.24,28.43,2.435
Rice,West Bengal,BANKURA,2001,Autumn,27144.0,65.86,64.76,45.46,26.85,80.91,7.78,300.0,35.44,2.544
Jute,West Bengal,BANKURA,2001,Kharif,114.0,117.08,41.7,49.86,30.89,85.13,5.97,217.76,29.2,20.825
Maize,West Bengal,BANKURA,2001,Kharif,546.0,87.76,22.52,24.94,20.96,68.45,6.19,127.46,29.22,1.778
Blackgram,West Bengal,BANKURA,2001,Kharif,142.0,47.78,59.87,26.64,25.55,80.87,7.42,133.35,24.57,0.514
Blackgram,West Bengal,BANKURA,2001,Rabi,10.0,50.15,74.38,31.6,31.11,68.91,6.19,97.8,23.56,0.4
Rice,West Bengal,BANKURA,2001,Summer,57043.0,87.26,40.22,38.85,25.09,76.16,6.9,201.35,22.03,2.455
Coconut,West Bengal,BANKURA,2001,Whole Year,193.0,21.17,44.46,37.43,31.83,92.41,6.03,262.26,30.93,11.836
Rice,West Bengal,BANKURA,2001,Winter,352283.0,61.58,39.75,44.15,20.92,82.99,6.83,235.21,41.21,2.877
Rice,West Bengal,BANKURA,2002,Autumn,21786.0,58.72,52.87,47.74,25.95,82.35,5.25,251.76,27.59,2.75
Jute,West Bengal,BANKURA,2002,Kharif,32.0,89.15,37.21,43.59,30.47,83.24,6.93,194.01,22.93,18.438
Maize,West Bengal,BANKURA,2002,Kharif,136.0,88.18,46.93,30.14,26.19,70.08,6.54,139.13,29.43,1.154
Blackgram,West Bengal,BANKURA,2002,Kharif,215.0,17.0,61.98,23.32,34.47,68.8,6.4,119.45,27.46,0.279
Blackgram,West Bengal,BANKURA,2002,Rabi,10.0,66.23,54.14,27.62,29.12,66.21,7.61,93.76,23.47,0.5
Rice,West Bengal,BANKURA,2002,Summer,37953.0,98.45,54.47,36.83,33.07,75.46,7.38,246.32,35.63,2.981
Coconut,West Bengal,BANKURA,2002,Whole Year,201.0,56.63,25.7,30.23,25.73,91.7,6.1,151.51,37.13,10.71
Rice,West Bengal,BANKURA,2002,Winter,260685.0,43.3,55.72,44.73,27.39,80.56,6.39,253.18,29.38,2.902
Rice,West Bengal,BANKURA,2003,Autumn,20292.0,113.31,34.1,50.86,27.52,80.34,5.36,142.16,35.81,2.669
Jute,West Bengal,BANKURA,2003,Kharif,10.0,85.77,36.03,42.48,27.65,92.85,6.49,240.2,27.28,18.0
Maize,West Bengal,BANKURA,2003,Kharif,506.0,70.68,53.53,29.2,28.7,80.17,7.28,150.79,24.76,1.312
Blackgram,West Bengal,BANKURA,2003,Kharif,108.0,29.35,35.44,30.75,31.89,75.32,7.34,135.14,27.11,0.278
Blackgram,West Bengal,BANKURA,2003,Rabi,10.0,36.21,61.47,35.47,27.55,57.14,7.15,91.35,13.67,0.5
